activity_date,description,priority,sf_contact_id,sf_task_id,status,subject
2024-05-11,Customer segment: at_risk,High,003g5000002EgCjAAK,00Tg5000000Rlm2EAC,Not Started,Retention Call
2023-11-30,Customer segment: churned,Normal,003g5000002EgFxAAK,00Tg5000000Rlm3EAC,In Progress,Cross-sell Opportunity
2023-06-24,Customer segment: at_risk,Normal,003g5000002EfwcAAC,00Tg5000000Rlm4EAC,Not Started,Cross-sell Opportunity
2025-10-15,Customer segment: active,Normal,003g5000002Eg6JAAS,00Tg5000000Rlm5EAC,In Progress,Product Inquiry Response
2025-02-28,Customer segment: active,Normal,003g5000002Eg9WAAS,00Tg5000000Rlm6EAC,In Progress,Follow-up Call
2025-05-31,Customer segment: at_risk,Normal,003g5000002EhyQAAS,00Tg5000000Rlm7EAC,In Progress,Welcome Call
2025-04-03,Customer segment: active,High,003g5000002EiJNAA0,00Tg5000000Rlm8EAC,Completed,Account Review
2024-11-07,Customer segment: churned,Normal,003g5000002EfzsAAC,00Tg5000000Rlm9EAC,Not Started,Welcome Call
2025-11-14,Customer segment: active,Low,003g5000002EizJAAS,00Tg5000000RlmAEAS,Not Started,Birthday Greeting
2024-06-16,Customer segment: active,High,003g5000002EfVEAA0,00Tg5000000RlmBEAS,Not Started,Retention Call
2023-11-13,Customer segment: active,Low,003g5000002EfdGAAS,00Tg5000000RlndEAC,In Progress,Survey Follow-up
2024-09-25,Customer segment: active,Low,003g5000002Ef5PAAS,00Tg5000000RlneEAC,In Progress,Survey Follow-up
2025-08-19,Customer segment: at_risk,Low,003g5000002EhC4AAK,00Tg5000000RlnfEAC,Not Started,Survey Follow-up
2023-08-30,Customer segment: churned,Low,003g5000002EeneAAC,00Tg5000000RlngEAC,Completed,Birthday Greeting
2023-03-03,Customer segment: active,Normal,003g5000002EhyRAAS,00Tg5000000RlnhEAC,Completed,Cross-sell Opportunity
2023-11-17,Customer segment: churned,Low,003g5000002EfzsAAC,00Tg5000000RlniEAC,In Progress,Survey Follow-up
2024-12-29,Customer segment: churned,High,003g5000002EiL0AAK,00Tg5000000RlnjEAC,Not Started,Retention Call
2023-01-02,Customer segment: active,Normal,003g5000002Ej2ZAAS,00Tg5000000RlnkEAC,Completed,Follow-up Call
2023-08-22,Customer segment: active,Normal,003g5000002EhC5AAK,00Tg5000000RlnlEAC,Completed,Cross-sell Opportunity
2023-11-29,Customer segment: churned,Normal,003g5000002EjKJAA0,00Tg5000000RlnmEAC,Completed,Welcome Call
2023-01-17,Customer segment: churned,Normal,003g5000002EgB7AAK,00Tg5000000RlpFEAS,In Progress,Cross-sell Opportunity
2025-06-15,Customer segment: churned,Normal,003g5000002EgMQAA0,00Tg5000000RlpGEAS,Completed,Welcome Call
2023-12-19,Customer segment: active,Normal,003g5000002EgO1AAK,00Tg5000000RlpHEAS,Not Started,Product Inquiry Response
2023-09-25,Customer segment: churned,Normal,003g5000002EgB7AAK,00Tg5000000RlqrEAC,Not Started,Follow-up Call
2025-01-21,Customer segment: churned,Normal,003g5000002EgFxAAK,00Tg5000000RlqsEAC,Not Started,Welcome Call
2025-02-22,Customer segment: churned,Normal,003g5000002EgHaAAK,00Tg5000000RlqtEAC,Completed,Welcome Call
2025-04-25,Customer segment: active,High,003g5000002EhtZAAS,00Tg5000000RlquEAC,Completed,Account Review
2024-06-19,Customer segment: active,Normal,003g5000002Egj1AAC,00Tg5000000RlqvEAC,Completed,Follow-up Call
2025-04-04,Customer segment: active,Normal,003g5000002EiBKAA0,00Tg5000000RlqwEAC,In Progress,Cross-sell Opportunity
2023-08-03,Customer segment: active,Low,003g5000002EiCvAAK,00Tg5000000RlqxEAC,Not Started,Birthday Greeting
2024-07-08,Customer segment: churned,Normal,003g5000002EhVOAA0,00Tg5000000RlqyEAC,Not Started,Cross-sell Opportunity
2024-04-09,Customer segment: at_risk,Normal,003g5000002EgxZAAS,00Tg5000000RlqzEAC,Completed,Product Inquiry Response
2024-06-21,Customer segment: active,Normal,003g5000002EfrmAAC,00Tg5000000Rlr0EAC,In Progress,Welcome Call
2023-05-16,Customer segment: active,Normal,003g5000002Ei3IAAS,00Tg5000000Rlr1EAC,Not Started,Cross-sell Opportunity
2023-05-27,Customer segment: at_risk,Normal,003g5000002EgCjAAK,00Tg5000000RlsTEAS,In Progress,Follow-up Call
2023-10-15,Customer segment: active,Normal,003g5000002EgvtAAC,00Tg5000000RlsUEAS,In Progress,Cross-sell Opportunity
2024-03-09,Customer segment: active,Normal,003g5000002EiXuAAK,00Tg5000000RlsVEAS,Not Started,Follow-up Call
2023-12-12,Customer segment: active,Normal,003g5000002EgELAA0,00Tg5000000Rlu5EAC,Completed,Product Inquiry Response
2024-04-09,Customer segment: active,Normal,003g5000002EgMPAA0,00Tg5000000Rlu6EAC,Not Started,Product Inquiry Response
2025-02-21,Customer segment: active,Low,003g5000002Ei3FAAS,00Tg5000000Rlu7EAC,In Progress,Survey Follow-up
2024-11-19,Customer segment: active,Normal,003g5000002Ei6TAAS,00Tg5000000Rlu8EAC,Completed,Follow-up Call
2024-12-05,Customer segment: churned,Normal,003g5000002EenfAAC,00Tg5000000Rlu9EAC,In Progress,Follow-up Call
2024-05-13,Customer segment: at_risk,High,003g5000002EhvDAAS,00Tg5000000RluAEAS,Not Started,Retention Call
2025-06-11,Customer segment: active,Normal,003g5000002Egj2AAC,00Tg5000000RluBEAS,In Progress,Product Inquiry Response
2023-06-15,Customer segment: at_risk,Low,003g5000002EgcaAAC,00Tg5000000RluCEAS,In Progress,Survey Follow-up
2023-01-31,Customer segment: active,Normal,003g5000002EiWHAA0,00Tg5000000RluDEAS,Completed,Follow-up Call
2024-04-05,Customer segment: active,Normal,003g5000002Ei3GAAS,00Tg5000000RluEEAS,In Progress,Product Inquiry Response
2025-07-11,Customer segment: active,High,003g5000002EicjAAC,00Tg5000000RluFEAS,Not Started,Retention Call
2025-06-19,Customer segment: active,Normal,003g5000002EicjAAC,00Tg5000000RluGEAS,In Progress,Product Inquiry Response
2024-08-20,Customer segment: at_risk,High,003g5000002EiL1AAK,00Tg5000000RluHEAS,Not Started,Retention Call
2024-03-31,Customer segment: active,Low,003g5000002EjKIAA0,00Tg5000000RluIEAS,In Progress,Survey Follow-up
2025-08-29,Customer segment: active,Normal,003g5000002EgELAA0,00Tg5000000RlvhEAC,In Progress,Follow-up Call
2023-05-13,Customer segment: active,High,003g5000002EhK6AAK,00Tg5000000RlviEAC,Completed,Account Review
2024-07-04,Customer segment: churned,Low,003g5000002EguIAAS,00Tg5000000RlvjEAC,Not Started,Survey Follow-up
2024-06-18,Customer segment: churned,Low,003g5000002EguIAAS,00Tg5000000RlvkEAC,Not Started,Birthday Greeting
2024-02-12,Customer segment: active,Normal,003g5000002EiUgAAK,00Tg5000000RlvlEAC,In Progress,Cross-sell Opportunity
2025-05-13,Customer segment: churned,High,003g5000002EgFxAAK,00Tg5000000RlxJEAS,In Progress,Account Review
2024-05-03,Customer segment: active,Low,003g5000002EgxWAAS,00Tg5000000RlxKEAS,Completed,Birthday Greeting
2023-07-20,Customer segment: at_risk,Normal,003g5000002Eh7BAAS,00Tg5000000RlxLEAS,Completed,Product Inquiry Response
2024-02-12,Customer segment: active,High,003g5000002Eg6LAAS,00Tg5000000RlxMEAS,Not Started,Account Review
2024-02-11,Customer segment: active,Normal,003g5000002EgHcAAK,00Tg5000000RlxNEAS,In Progress,Product Inquiry Response
2025-06-25,Customer segment: active,High,003g5000002EenhAAC,00Tg5000000RlxOEAS,Not Started,Account Review
2025-02-04,Customer segment: churned,Normal,003g5000002Eg6OAAS,00Tg5000000RlxPEAS,Not Started,Welcome Call
2023-09-13,Customer segment: at_risk,High,003g5000002Eg6QAAS,00Tg5000000RlxQEAS,Not Started,Account Review
2025-11-26,Customer segment: active,Normal,003g5000002EhK8AAK,00Tg5000000RlxREAS,Not Started,Follow-up Call
2024-01-30,Customer segment: active,High,003g5000002EgHZAA0,00Tg5000000RlyvEAC,Not Started,Retention Call
2025-12-13,Customer segment: active,High,003g5000002EeXqAAK,00Tg5000000RlywEAC,In Progress,Account Review
2025-12-06,Customer segment: active,High,003g5000002EgFzAAK,00Tg5000000RlyxEAC,Completed,Retention Call
2024-09-19,Customer segment: churned,High,003g5000002EhK5AAK,00Tg5000000RlyyEAC,Not Started,Retention Call
2025-08-31,Customer segment: at_risk,High,003g5000002EhTlAAK,00Tg5000000RlyzEAC,Not Started,Retention Call
2024-08-07,Customer segment: active,Normal,003g5000002EfzrAAC,00Tg5000000Rlz0EAC,Completed,Welcome Call
2024-10-29,Customer segment: at_risk,High,003g5000002Eg1UAAS,00Tg5000000Rlz1EAC,Completed,Account Review
2025-05-20,Customer segment: active,Normal,003g5000002EgHZAA0,00Tg5000000Rm0XEAS,In Progress,Welcome Call
2025-06-13,Customer segment: at_risk,Normal,003g5000002EgUTAA0,00Tg5000000Rm0YEAS,Completed,Follow-up Call
2023-02-24,Customer segment: at_risk,Low,003g5000002EgcXAAS,00Tg5000000Rm0ZEAS,Completed,Survey Follow-up
2023-01-27,Customer segment: churned,Low,003g5000002EfbfAAC,00Tg5000000Rm0aEAC,Not Started,Birthday Greeting
2025-04-29,Customer segment: active,Normal,003g5000002EgHZAA0,00Tg5000000Rm29EAC,In Progress,Product Inquiry Response
2025-11-12,Customer segment: at_risk,Low,003g5000002Eeu7AAC,00Tg5000000Rm2AEAS,In Progress,Birthday Greeting
2024-08-04,Customer segment: at_risk,Normal,003g5000002Egz9AAC,00Tg5000000Rm2BEAS,In Progress,Cross-sell Opportunity
2024-07-08,Customer segment: active,High,003g5000002Ei3FAAS,00Tg5000000Rm2CEAS,In Progress,Retention Call
2024-05-21,Customer segment: active,Normal,003g5000002EeiuAAC,00Tg5000000Rm2DEAS,Not Started,Follow-up Call
2023-03-01,Customer segment: active,Normal,003g5000002EihZAAS,00Tg5000000Rm2EEAS,In Progress,Cross-sell Opportunity
2024-10-12,Customer segment: at_risk,High,003g5000002EfTaAAK,00Tg5000000Rm3lEAC,Completed,Account Review
2024-12-08,Customer segment: active,Low,003g5000002Ei01AAC,00Tg5000000Rm3mEAC,In Progress,Survey Follow-up
2024-04-20,Customer segment: churned,Normal,003g5000002Ej0wAAC,00Tg5000000Rm3nEAC,In Progress,Welcome Call
2024-02-22,Customer segment: active,High,003g5000002EfBqAAK,00Tg5000000Rm5NEAS,Not Started,Retention Call
2025-08-20,Customer segment: active,Normal,003g5000002EeKcAAK,00Tg5000000Rm5OEAS,Completed,Welcome Call
2023-04-27,Customer segment: active,Normal,003g5000002Egr5AAC,00Tg5000000Rm5PEAS,Not Started,Product Inquiry Response
2023-01-09,Customer segment: active,Normal,003g5000002Efv0AAC,00Tg5000000Rm5QEAS,In Progress,Cross-sell Opportunity
2023-07-20,Customer segment: active,Normal,003g5000002EhLiAAK,00Tg5000000Rm5REAS,In Progress,Welcome Call
2025-11-23,Customer segment: active,Normal,003g5000002EfYTAA0,00Tg5000000Rm5SEAS,In Progress,Cross-sell Opportunity
2023-10-14,Customer segment: churned,Normal,003g5000002Eh7FAAS,00Tg5000000Rm5TEAS,In Progress,Follow-up Call
2024-02-05,Customer segment: active,Low,003g5000002EfBqAAK,00Tg5000000Rm6zEAC,Not Started,Birthday Greeting
2025-12-27,Customer segment: active,High,003g5000002Ef2BAAS,00Tg5000000Rm70EAC,In Progress,Account Review
2025-07-29,Customer segment: active,High,003g5000002EfzqAAC,00Tg5000000Rm71EAC,Not Started,Retention Call
2025-01-25,Customer segment: churned,Normal,003g5000002EfbfAAC,00Tg5000000Rm72EAC,In Progress,Welcome Call
2023-02-15,Customer segment: active,Normal,003g5000002EgPeAAK,00Tg5000000Rm73EAC,Completed,Welcome Call
2025-04-06,Customer segment: active,High,003g5000002EgJCAA0,00Tg5000000Rm74EAC,In Progress,Account Review
2023-02-11,Customer segment: at_risk,High,003g5000002EhTmAAK,00Tg5000000Rm75EAC,In Progress,Account Review
2023-01-15,Customer segment: active,Normal,003g5000002EgxXAAS,00Tg5000000Rm76EAC,Completed,Welcome Call
2025-09-06,Customer segment: churned,High,003g5000002EftOAAS,00Tg5000000Rm77EAC,Not Started,Retention Call
2023-04-06,Customer segment: active,Normal,003g5000002EhiHAAS,00Tg5000000Rm78EAC,In Progress,Cross-sell Opportunity
2024-10-08,Customer segment: churned,Low,003g5000002EiKzAAK,00Tg5000000Rm79EAC,Completed,Birthday Greeting
2024-05-16,Customer segment: active,Normal,003g5000002EisrAAC,00Tg5000000Rm7AEAS,In Progress,Product Inquiry Response
2023-02-12,Customer segment: active,Normal,003g5000002EiuTAAS,00Tg5000000Rm7BEAS,In Progress,Welcome Call
2025-04-08,Customer segment: active,Normal,003g5000002EhQYAA0,00Tg5000000Rm7CEAS,In Progress,Cross-sell Opportunity
2023-02-07,Customer segment: active,High,003g5000002EjH4AAK,00Tg5000000Rm7DEAS,In Progress,Retention Call
2025-04-24,Customer segment: churned,Normal,003g5000002Ef5QAAS,00Tg5000000Rm7EEAS,Completed,Welcome Call
2024-09-14,Customer segment: active,Normal,003g5000002EgJBAA0,00Tg5000000Rm8bEAC,Completed,Product Inquiry Response
2023-09-18,Customer segment: at_risk,High,003g5000002EeirAAC,00Tg5000000Rm8cEAC,Completed,Account Review
2025-09-01,Customer segment: active,High,003g5000002EgvtAAC,00Tg5000000Rm8dEAC,Not Started,Retention Call
2024-04-19,Customer segment: churned,High,003g5000002Eh0jAAC,00Tg5000000Rm8eEAC,In Progress,Retention Call
2024-01-02,Customer segment: active,High,003g5000002EhbpAAC,00Tg5000000Rm8fEAC,In Progress,Retention Call
2026-01-03,Customer segment: active,High,003g5000002EiHlAAK,00Tg5000000Rm8gEAC,In Progress,Retention Call
2025-03-08,Customer segment: active,Low,003g5000002EiEYAA0,00Tg5000000Rm8hEAC,Not Started,Birthday Greeting
2023-10-06,Customer segment: active,Normal,003g5000002EhvEAAS,00Tg5000000Rm8iEAC,In Progress,Cross-sell Opportunity
2024-12-03,Customer segment: active,High,003g5000002EgJBAA0,00Tg5000000RmADEA0,In Progress,Account Review
2025-03-08,Customer segment: churned,High,003g5000002EgkbAAC,00Tg5000000RmAEEA0,Completed,Account Review
2024-05-20,Customer segment: active,High,003g5000002EeMEAA0,00Tg5000000RmAFEA0,Not Started,Account Review
2024-05-28,Customer segment: churned,High,003g5000002Ehs0AAC,00Tg5000000RmAGEA0,Completed,Retention Call
2024-03-08,Customer segment: at_risk,Normal,003g5000002EiXtAAK,00Tg5000000RmAHEA0,In Progress,Welcome Call
2025-11-19,Customer segment: at_risk,High,003g5000002EiXtAAK,00Tg5000000RmAIEA0,Completed,Retention Call
2023-10-25,Customer segment: active,Normal,003g5000002EhToAAK,00Tg5000000RmAJEA0,In Progress,Product Inquiry Response
2024-11-08,Customer segment: active,Normal,003g5000002EgKnAAK,00Tg5000000RmBpEAK,Not Started,Cross-sell Opportunity
2025-10-20,Customer segment: active,Normal,003g5000002EgZLAA0,00Tg5000000RmBqEAK,Not Started,Cross-sell Opportunity
2023-05-14,Customer segment: active,High,003g5000002EfBsAAK,00Tg5000000RmBrEAK,In Progress,Retention Call
2024-04-25,Customer segment: at_risk,Normal,003g5000002Eh3yAAC,00Tg5000000RmBsEAK,Completed,Welcome Call
2025-10-27,Customer segment: churned,Normal,003g5000002EixhAAC,00Tg5000000RmBtEAK,Not Started,Welcome Call
2023-11-25,Customer segment: active,Normal,003g5000002EgKnAAK,00Tg5000000RmDREA0,In Progress,Product Inquiry Response
2023-03-07,Customer segment: at_risk,High,003g5000002EgmFAAS,00Tg5000000RmDSEA0,Not Started,Retention Call
2025-01-15,Customer segment: active,High,003g5000002EgJCAA0,00Tg5000000RmDTEA0,Not Started,Retention Call
2025-09-24,Customer segment: active,Low,003g5000002EfzrAAC,00Tg5000000RmDUEA0,Completed,Survey Follow-up
2024-09-02,Customer segment: at_risk,High,003g5000002Eg6KAAS,00Tg5000000RmDVEA0,In Progress,Retention Call
2023-05-16,Customer segment: active,Normal,003g5000002Ei4rAAC,00Tg5000000RmDWEA0,Not Started,Cross-sell Opportunity
2024-11-06,Customer segment: active,Normal,003g5000002Ei9hAAC,00Tg5000000RmDXEA0,Completed,Product Inquiry Response
2023-07-19,Customer segment: at_risk,Normal,003g5000002EgcZAAS,00Tg5000000RmDYEA0,Completed,Cross-sell Opportunity
2023-11-26,Customer segment: active,Normal,003g5000002EfRyAAK,00Tg5000000RmF3EAK,Not Started,Welcome Call
2025-12-25,Customer segment: at_risk,Low,003g5000002Eg6KAAS,00Tg5000000RmF4EAK,In Progress,Survey Follow-up
2024-06-22,Customer segment: active,Low,003g5000002EfRyAAK,00Tg5000000RmGfEAK,Completed,Survey Follow-up
2025-07-04,Customer segment: active,Normal,003g5000002EfWpAAK,00Tg5000000RmIHEA0,Completed,Product Inquiry Response
2025-03-25,Customer segment: at_risk,Low,003g5000002Eeu7AAC,00Tg5000000RmIIEA0,In Progress,Birthday Greeting
2025-01-05,Customer segment: active,Low,003g5000002Eh2OAAS,00Tg5000000RmIJEA0,Completed,Survey Follow-up
2023-08-17,Customer segment: active,High,003g5000002EfYTAA0,00Tg5000000RmIKEA0,Not Started,Retention Call
2024-07-22,Customer segment: active,High,003g5000002Ef0YAAS,00Tg5000000RmJtEAK,Not Started,Account Review
2025-04-08,Customer segment: active,Normal,003g5000002EeyxAAC,00Tg5000000RmJuEAK,Completed,Welcome Call
2025-03-02,Customer segment: at_risk,Normal,003g5000002EfwcAAC,00Tg5000000RmJvEAK,Not Started,Welcome Call
2025-01-20,Customer segment: at_risk,Normal,003g5000002EgzBAAS,00Tg5000000RmJwEAK,In Progress,Cross-sell Opportunity
2025-01-26,Customer segment: at_risk,Normal,003g5000002EesUAAS,00Tg5000000RmJxEAK,Not Started,Cross-sell Opportunity
2024-11-18,Customer segment: active,Normal,003g5000002Ei6UAAS,00Tg5000000RmJyEAK,Completed,Welcome Call
2023-03-14,Customer segment: at_risk,Normal,003g5000002EghPAAS,00Tg5000000RmJzEAK,Completed,Product Inquiry Response
2023-12-02,Customer segment: active,Normal,003g5000002EfVDAA0,00Tg5000000RmK0EAK,Not Started,Cross-sell Opportunity
2023-11-02,Customer segment: active,Normal,003g5000002EgO1AAK,00Tg5000000RmLVEA0,Not Started,Cross-sell Opportunity
2024-05-10,Customer segment: at_risk,Normal,003g5000002EeirAAC,00Tg5000000RmLWEA0,Completed,Cross-sell Opportunity
2025-04-12,Customer segment: active,Normal,003g5000002Eh2LAAS,00Tg5000000RmLXEA0,In Progress,Welcome Call
2025-04-10,Customer segment: active,Low,003g5000002EgmEAAS,00Tg5000000RmLYEA0,Not Started,Birthday Greeting
2023-05-22,Customer segment: active,High,003g5000002EhojAAC,00Tg5000000RmLZEA0,Not Started,Account Review
2025-11-06,Customer segment: active,Low,003g5000002EfNAAA0,00Tg5000000RmN7EAK,In Progress,Birthday Greeting
2025-03-26,Customer segment: at_risk,Normal,003g5000002EgpRAAS,00Tg5000000RmN8EAK,In Progress,Welcome Call
2024-05-31,Customer segment: at_risk,Low,003g5000002EgO2AAK,00Tg5000000RmN9EAK,Completed,Survey Follow-up
2023-04-11,Customer segment: active,Low,003g5000002EhK6AAK,00Tg5000000RmNAEA0,Completed,Survey Follow-up
2024-10-03,Customer segment: at_risk,Normal,003g5000002EhTmAAK,00Tg5000000RmNBEA0,In Progress,Cross-sell Opportunity
2023-02-28,Customer segment: active,Normal,003g5000002EfmxAAC,00Tg5000000RmNCEA0,In Progress,Cross-sell Opportunity
2024-06-17,Customer segment: active,High,003g5000002Ef2DAAS,00Tg5000000RmNDEA0,Not Started,Retention Call
2025-12-06,Customer segment: at_risk,Normal,003g5000002EfmyAAC,00Tg5000000RmNEEA0,In Progress,Follow-up Call
2024-01-06,Customer segment: active,Low,003g5000002EfNAAA0,00Tg5000000RmOjEAK,In Progress,Survey Follow-up
2024-09-12,Customer segment: churned,Normal,003g5000002Ej0yAAC,00Tg5000000RmOkEAK,In Progress,Follow-up Call
2024-05-29,Customer segment: churned,Low,003g5000002Ej0yAAC,00Tg5000000RmOlEAK,In Progress,Birthday Greeting
2023-02-07,Customer segment: active,High,003g5000002EhvFAAS,00Tg5000000RmOmEAK,Not Started,Retention Call
2025-09-17,Customer segment: at_risk,Normal,003g5000002Eg4gAAC,00Tg5000000RmQLEA0,Not Started,Product Inquiry Response
2024-01-15,Customer segment: active,Low,003g5000002Ef70AAC,00Tg5000000RmQMEA0,Not Started,Survey Follow-up
2023-05-24,Customer segment: active,Normal,003g5000002EgPeAAK,00Tg5000000RmQNEA0,Completed,Follow-up Call
2025-09-18,Customer segment: active,Normal,003g5000002EeNrAAK,00Tg5000000RmQOEA0,Not Started,Welcome Call
2025-10-01,Customer segment: at_risk,High,003g5000002EhC2AAK,00Tg5000000RmQPEA0,Completed,Account Review
2024-09-25,Customer segment: active,Normal,003g5000002EhC3AAK,00Tg5000000RmQQEA0,In Progress,Product Inquiry Response
2023-07-16,Customer segment: active,Normal,003g5000002Ehf4AAC,00Tg5000000RmQREA0,Not Started,Product Inquiry Response
2024-02-08,Customer segment: active,High,003g5000002Eg7uAAC,00Tg5000000RmRxEAK,In Progress,Account Review
2024-05-15,Customer segment: active,High,003g5000002EfmwAAC,00Tg5000000RmRyEAK,In Progress,Account Review
2025-01-16,Customer segment: active,High,003g5000002EgRFAA0,00Tg5000000RmTZEA0,Completed,Retention Call
2023-11-04,Customer segment: active,High,003g5000002EgZKAA0,00Tg5000000RmTaEAK,Not Started,Account Review
2023-03-28,Customer segment: at_risk,Normal,003g5000002EgcZAAS,00Tg5000000RmTbEAK,Not Started,Follow-up Call
2025-01-26,Customer segment: active,Normal,003g5000002Eg7vAAC,00Tg5000000RmVBEA0,In Progress,Cross-sell Opportunity
2024-10-13,Customer segment: active,Normal,003g5000002Ef2BAAS,00Tg5000000RmVCEA0,Completed,Welcome Call
2024-09-09,Customer segment: churned,Low,003g5000002EfdIAAS,00Tg5000000RmVDEA0,Not Started,Birthday Greeting
2024-04-08,Customer segment: at_risk,Low,003g5000002EgZMAA0,00Tg5000000RmVEEA0,Not Started,Survey Follow-up
2023-06-30,Customer segment: active,High,003g5000002Eg7vAAC,00Tg5000000RmWnEAK,Not Started,Account Review
2024-08-28,Customer segment: at_risk,High,003g5000002EgavAAC,00Tg5000000RmWoEAK,Completed,Retention Call
2025-08-26,Customer segment: churned,Normal,003g5000002EgxVAAS,00Tg5000000RmWpEAK,Not Started,Follow-up Call
2024-05-05,Customer segment: churned,Normal,003g5000002Eh0jAAC,00Tg5000000RmWqEAK,Completed,Follow-up Call
2024-10-21,Customer segment: at_risk,High,003g5000002EgfmAAC,00Tg5000000RmWrEAK,Not Started,Account Review
2025-09-21,Customer segment: at_risk,Low,003g5000002EfDTAA0,00Tg5000000RmWsEAK,In Progress,Birthday Greeting
2024-07-30,Customer segment: churned,Normal,003g5000002EfbfAAC,00Tg5000000RmWtEAK,In Progress,Follow-up Call
2023-12-28,Customer segment: active,Normal,003g5000002EhK8AAK,00Tg5000000RmWuEAK,In Progress,Follow-up Call
2024-10-07,Customer segment: at_risk,Normal,003g5000002Ef3rAAC,00Tg5000000RmWvEAK,In Progress,Welcome Call
2024-09-01,Customer segment: active,Normal,003g5000002EgSrAAK,00Tg5000000RmYPEA0,In Progress,Cross-sell Opportunity
2025-07-08,Customer segment: active,Low,003g5000002Ei1dAAC,00Tg5000000RmYQEA0,Completed,Birthday Greeting
2023-08-29,Customer segment: at_risk,Low,003g5000002Eg6MAAS,00Tg5000000RmYREA0,In Progress,Birthday Greeting
2024-02-08,Customer segment: at_risk,Normal,003g5000002EhdSAAS,00Tg5000000RmYSEA0,Completed,Follow-up Call
2025-05-28,Customer segment: at_risk,Normal,003g5000002EgZJAA0,00Tg5000000Rma1EAC,In Progress,Product Inquiry Response
2025-01-09,Customer segment: churned,High,003g5000002EhqLAAS,00Tg5000000Rma2EAC,Not Started,Retention Call
2024-10-21,Customer segment: at_risk,Normal,003g5000002Eg4hAAC,00Tg5000000RmbdEAC,In Progress,Product Inquiry Response
2023-06-27,Customer segment: churned,High,003g5000002EguHAAS,00Tg5000000RmbeEAC,In Progress,Account Review
2025-04-22,Customer segment: at_risk,Low,003g5000002EhQXAA0,00Tg5000000RmbfEAC,Completed,Birthday Greeting
2024-09-26,Customer segment: churned,High,003g5000002EguIAAS,00Tg5000000RmbgEAC,Completed,Retention Call
2023-01-16,Customer segment: churned,Low,003g5000002EhqLAAS,00Tg5000000RmbhEAC,Completed,Survey Follow-up
2024-07-02,Customer segment: at_risk,High,003g5000002Eh3yAAC,00Tg5000000RmbiEAC,In Progress,Account Review
2025-08-07,Customer segment: churned,Low,003g5000002EeneAAC,00Tg5000000RmbjEAC,Not Started,Birthday Greeting
2023-12-30,Customer segment: at_risk,High,003g5000002Eg4hAAC,00Tg5000000RmdFEAS,Not Started,Account Review
2023-03-23,Customer segment: churned,Normal,003g5000002EeG6AAK,00Tg5000000RmdGEAS,In Progress,Cross-sell Opportunity
2024-06-15,Customer segment: active,Low,003g5000002Ef2DAAS,00Tg5000000RmdHEAS,Not Started,Survey Follow-up
2025-01-06,Customer segment: at_risk,Normal,003g5000002EgcXAAS,00Tg5000000RmerEAC,Not Started,Welcome Call
2024-04-05,Customer segment: at_risk,Low,003g5000002Eh7CAAS,00Tg5000000RmesEAC,Not Started,Birthday Greeting
2025-01-19,Customer segment: active,Low,003g5000002EiXxAAK,00Tg5000000RmetEAC,Completed,Birthday Greeting
2024-04-30,Customer segment: active,Normal,003g5000002EjQjAAK,00Tg5000000RmeuEAC,Completed,Follow-up Call
2024-05-28,Customer segment: active,Normal,003g5000002EixiAAC,00Tg5000000RmevEAC,Not Started,Follow-up Call
2025-03-23,Customer segment: churned,Normal,003g5000002Eg1SAAS,00Tg5000000RmgTEAS,Not Started,Follow-up Call
2025-07-17,Customer segment: active,Normal,003g5000002EeMEAA0,00Tg5000000RmgUEAS,In Progress,Follow-up Call
2024-05-03,Customer segment: active,High,003g5000002EfYQAA0,00Tg5000000RmgVEAS,In Progress,Account Review
2024-02-16,Customer segment: active,High,003g5000002EhLhAAK,00Tg5000000RmgWEAS,Not Started,Retention Call
2023-01-13,Customer segment: churned,High,003g5000002Eh7DAAS,00Tg5000000RmgXEAS,In Progress,Account Review
2025-05-25,Customer segment: active,Normal,003g5000002EfdJAAS,00Tg5000000RmgYEAS,Not Started,Follow-up Call
2023-05-19,Customer segment: churned,Low,003g5000002Efv2AAC,00Tg5000000RmgZEAS,In Progress,Birthday Greeting
2024-03-31,Customer segment: churned,High,003g5000002EeJkAAK,00Tg5000000RmgaEAC,In Progress,Account Review
2025-06-16,Customer segment: active,High,003g5000002EhvGAAS,00Tg5000000RmgbEAC,In Progress,Account Review
2025-02-18,Customer segment: churned,High,003g5000002Eg1SAAS,00Tg5000000Rmi5EAC,Not Started,Retention Call
2024-07-04,Customer segment: churned,Normal,003g5000002EipdAAC,00Tg5000000Rmi6EAC,Completed,Welcome Call
2024-12-15,Customer segment: at_risk,Low,003g5000002EhX0AAK,00Tg5000000Rmi7EAC,Completed,Survey Follow-up
2025-04-18,Customer segment: active,Normal,003g5000002EgZKAA0,00Tg5000000RmjhEAC,Completed,Product Inquiry Response
2024-06-25,Customer segment: at_risk,Normal,003g5000002EgpRAAS,00Tg5000000RmjiEAC,In Progress,Follow-up Call
2023-11-18,Customer segment: churned,Normal,003g5000002EguHAAS,00Tg5000000RmjjEAC,In Progress,Welcome Call
2023-04-20,Customer segment: churned,High,003g5000002EfbfAAC,00Tg5000000RmjkEAC,Not Started,Retention Call
2024-01-15,Customer segment: active,High,003g5000002EhK6AAK,00Tg5000000RmjlEAC,In Progress,Account Review
2024-04-23,Customer segment: active,Low,003g5000002EhgfAAC,00Tg5000000RmjmEAC,In Progress,Survey Follow-up
